AccX,AccY,AccZ,Magnitude,GyroX,GyroY,GyroZ,Temperature,Altitude
0.0814423828125,-0.0800517578125,0.7087939453125001,0.717934539187737,-0.552734375,-0.4296875,-2.07861328125,41.42411764705882,349.5879649648066
0.0389619140625,-0.0429423828125,0.6794970703125001,0.6819665296422541,-0.5849609375,-0.51123046875,-2.18505859375,41.47117647058823,349.5879649648066
0.0028291015625,-0.0155986328124999,0.6335986328125001,0.6337969301465095,-0.62939453125,-0.541015625,-2.02294921875,41.47117647058823,349.5879649648066
-0.0420927734375,0.0464130859375,0.5979541015625001,0.6012279798024366,-0.59130859375,-0.4169921875,-1.9208984375,41.37705882352941,349.5879649648066
-0.0801787109375,0.0615498046875,0.5647509765625001,0.5737252562620597,-0.59033203125,-0.314453125,-1.6767578125,41.61235294117647,348.80544583321483
-0.0850615234375,0.0586201171875,0.5408251953125001,0.5506030083403,-0.595703125,-0.02978515625,-1.21826171875,41.235882352941175,348.80544583321483
-0.0572294921875,0.0791279296875,0.5286181640625001,0.5375626544036307,-0.5908203125,-0.03466796875,-1.0322265625,41.37705882352941,348.80544583321483
-0.0850615234375,0.0718037109375,0.5354541015625001,0.5469024872443062,-0.5615234375,0.10693359375,-0.9267578125,41.14176470588235,348.80544583321483
-0.0669951171875,0.0683857421875,0.5344775390625001,0.5429836049309484,-0.5849609375,0.20556640625,-0.806640625,41.47117647058823,348.80544583321483
-0.1197294921875,0.0639912109375,0.5857470703125001,0.6012733627530835,-0.49853515625,0.37255859375,-0.7119140625,41.28294117647059,348.2750450311892
-0.1480498046875,0.0366474609375,0.5867236328125001,0.6062230632051785,-0.3798828125,0.7021484375,-0.16015625,41.37705882352941,348.2750450311892
-0.1202177734375,0.0483662109375,0.6033251953125001,0.6170841877001769,-0.2607421875,0.9208984375,0.0078125,41.565294117647056,348.2750450311892
-0.0855498046875,0.0483662109375,0.6106494140625001,0.6185068846321718,-0.240234375,0.92919921875,-0.0751953125,41.565294117647056,348.2750450311892
-0.0860380859375,0.0444599609375,0.6492236328125001,0.6564073169615133,-0.18359375,0.84716796875,-0.1806640625,41.37705882352941,348.1328851852794
-0.1060576171875,0.0503193359375,0.7034228515625001,0.7131507286913478,-0.0478515625,0.810546875,-0.11181640625,41.28294117647059,348.1328851852794
-0.0953154296875,0.0561787109375,0.7581103515625001,0.7661412296994135,-0.078125,0.79345703125,-0.00732421875,41.42411764705882,348.1328851852794
-0.1299833984375,0.0757099609375,0.8250048828125001,0.8386064265905591,-0.0908203125,0.77783203125,0.05078125,41.37705882352941,348.1328851852794
-0.1656279296875,0.0654560546875,0.8835986328125001,0.901367655341559,-0.12890625,0.64111328125,0.07421875,41.565294117647056,348.1328851852794
-0.2022490234375,0.0976826171875,0.9695361328125,0.9952119744109994,-0.06689453125,0.5830078125,0.24609375,41.565294117647056,347.73696164348377
-0.1709990234375,0.1367451171875,1.0398486328125005,1.0626500234099785,-0.23095703125,0.44140625,0.0341796875,41.61235294117647,347.73696164348377
-0.1993193359375,0.1621357421875,1.1091845703125005,1.1385546133552766,-0.30615234375,0.298828125,-0.0439453125,41.37705882352941,347.73696164348377
-0.2510771484375,0.1699482421875,1.1399462890625005,1.1795760600476313,-0.35791015625,0.38623046875,0.48828125,41.61235294117647,347.73696164348377
-0.2286162109375,0.2177998046875,1.1726611328125005,1.2144283672717917,-0.392578125,0.376953125,0.68017578125,41.61235294117647,347.76510244195146
-0.2759794921875,0.0937763671875,1.2229541015625005,1.2572093786157887,-0.33349609375,0.37158203125,0.67236328125,41.37705882352941,347.76510244195146
