AccX,AccY,AccZ,Magnitude,GyroX,GyroY,GyroZ,Temperature,Altitude
0.55226513671875,-0.69225537109375,0.5661713867187499,1.0510776941702062,2.65966796875,-2.97314453125,1.44873046875,47.447647058823534,265.06884234476576
0.50294873046875,-0.70739208984375,0.5852143554687499,1.0468222562117888,2.869140625,-2.87646484375,1.42431640625,47.49470588235295,265.06884234476576
0.51955029296875,-0.72789990234375,0.6076752929687499,1.0812215482687213,2.99658203125,-2.76806640625,1.2412109375,47.68294117647059,265.06884234476576
0.52882763671875,-0.74987255859375,0.6198823242187499,1.1073489149172064,3.1982421875,-2.60498046875,1.265625,47.68294117647059,265.06884234476576
0.57619091796875,-0.77135693359375,0.6496674804687499,1.1614884106746124,3.482421875,-2.6181640625,1.482421875,47.21235294117647,265.06884234476576
0.58205029296875,-0.74498974609375,0.6374604492187499,1.1402403648564667,3.64599609375,-2.11474609375,2.03173828125,47.07117647058824,264.7234543835964
0.62062451171875,-0.73327099609375,0.6359956054687499,1.1521074378867706,3.7109375,-1.56591796875,2.11669921875,47.63588235294118,264.7234543835964
0.59230419921875,-0.74010693359375,0.6023041992187499,1.1230996776610025,3.61572265625,-0.931640625,1.44140625,47.63588235294118,264.7234543835964
0.56349560546875,-0.75524365234375,0.5822846679687499,1.107689354620508,3.5009765625,-0.24462890625,0.99853515625,47.49470588235295,264.7234543835964
0.55519482421875,-0.79918896484375,0.5363862304687499,1.111150072044181,3.33544921875,0.3701171875,0.99609375,47.63588235294118,264.85699740709435
0.53615185546875,-0.80456005859375,0.5256440429687499,1.1004896000942013,3.13623046875,0.4521484375,1.30517578125,47.63588235294118,264.85699740709435
0.57570263671875,-0.77819287109375,0.5310151367187499,1.1040809508231213,3.064453125,0.2705078125,1.67431640625,47.49470588235295,264.85699740709435
0.66749951171875,-0.73034130859375,0.5730073242187499,1.1433684527708172,3.0908203125,0.11328125,1.7685546875,47.63588235294118,264.85699740709435
0.70363232421875,-0.70495068359375,0.5915620117187499,1.158447032752689,3.173828125,0.181640625,1.50244140625,48.24764705882353,264.85699740709435
0.64650341796875,-0.70592724609375,0.5979096679687499,1.1286256763308564,3.1611328125,0.73974609375,1.16015625,47.49470588235295,264.992135398675
0.60841748046875,-0.74010693359375,0.5974213867187499,1.1290891979832414,3.0986328125,1.48583984375,0.931640625,47.63588235294118,264.992135398675
0.55324169921875,-0.77721630859375,0.5920502929687499,1.1227934438279057,2.96826171875,2.1708984375,0.982421875,47.68294117647059,264.992135398675
0.57081982421875,-0.80163037109375,0.5920502929687499,1.148464223641908,2.80712890625,2.70166015625,1.28955078125,47.49470588235295,264.992135398675
0.64113232421875,-0.80358349609375,0.5993745117187499,1.1899776878792645,2.70849609375,2.88671875,1.49755859375,47.63588235294118,265.2683670904134
0.61330029296875,-0.76647412109375,0.6057221679687499,1.1534813273004263,2.84716796875,2.63916015625,1.77734375,47.58882352941177,265.2683670904134
0.53908154296875,-0.72008740234375,0.6106049804687499,1.0871859174754703,3.05419921875,2.0654296875,2.1015625,47.68294117647059,265.2683670904134
0.50001904296875,-0.70495068359375,0.6213471679687499,1.0644467167376046,3.19677734375,1.40771484375,2.12646484375,47.63588235294118,265.2683670904134
0.44484326171875,-0.68053662109375,0.6486909179687499,1.0401036136853934,3.3134765625,1.2744140625,2.14892578125,47.68294117647059,265.2683670904134
0.38673779296875,-0.65270458984375,0.6638276367187499,1.008095498147392,3.48486328125,1.83056640625,2.40966796875,47.68294117647059,264.7572379821136
0.37111279296875,-0.61657177734375,0.6628510742187499,0.9783951187096386,3.6708984375,2.6240234375,2.8623046875,47.63588235294118,264.7572379821136
0.38039013671875,-0.58239208984375,0.6530854492187499,0.9541476858467648,3.80908203125,3.29833984375,3.17529296875,47.07117647058824,264.7572379821136
0.34279248046875,-0.56676708984375,0.6228120117187499,0.9091899805524848,3.943359375,3.53173828125,3.310546875,47.58882352941177,264.7572379821136
0.30080029296875,-0.56139599609375,0.5808198242187499,0.861973287802864,3.9833984375,3.32666015625,3.3671875,47.58882352941177,265.1165464115087
0.29835888671875,-0.54186474609375,0.5827729492187499,0.8498586580628661,4.06689453125,2.75537109375,3.24658203125,47.63588235294118,265.1165464115087
0.31300732421875,-0.50524365234375,0.5852143554687499,0.8340986602884207,4.15625,2.2919921875,2.84716796875,47.68294117647059,265.1165464115087
0.31984326171875,-0.61608349609375,0.6023041992187499,0.9190369604224444,4.19140625,2.08544921875,2.484375,47.3064705882353,265.1165464115087
0.27540966796875,-0.51891552734375,0.6482026367187499,0.8748088179586663,4.29345703125,2.0673828125,2.474609375,47.68294117647059,265.1165464115087
0.25099560546875,-0.58043896484375,0.7033784179687499,0.945859072345204,4.4462890625,2.27490234375,2.8740234375,47.63588235294118,265.1717930598765
